run_id,sample_id,question_type,difficulty,modalities,strategy,k,expected_evidence_count,hit_evidence_count,hit_at_k,recall_at_k,mrr,context_precision,context_recall,latency_ms,returned_chunks,chunk_ids,content_types,hit_evidence_ids,question,evidence_rank_improved,evidence_rank_worsened,evidence_lost_after_rerank,evidence_gained_after_rerank
rerank_ablation_v0_001,EVAL-0015,global_summary,hard,text,bm25_vector_graph_rrf_q015_rerank,5,4,2,1,0.5,1.0,0.4,0.5,1436.94,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1 | E2,Summarize the safety chain involving BluePump-X100 across the manuals and incident report.,0,1,0,1
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25,5,2,2,1,1.0,1.0,0.2,1.0,0.83,5,doc_004_pipeline_inspection-chunk-001 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-002,table | text | text | text | text,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,vector,5,2,2,1,1.0,1.0,0.2,1.0,661.01,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-002 | doc_004_pipeline_inspection-chunk-000,table | text | text | image | text,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,graph,5,2,0,0,0.0,0.0,0.0,0.0,780.43,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002,text | text | text | text | text,,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.2,1.0,661.91,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-002,table | text | text | image | text,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25_vector_graph_rrf,5,2,0,0,0.0,0.0,0.0,0.0,1442.33,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-003,text | text | text | text | text,,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25_vector_rrf_query_rerank,5,2,2,1,1.0,1.0,0.2,1.0,662.07,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_004_pipeline_inspection-chunk-002 | doc_004_pipeline_inspection-chunk-000,table | text | text | image | text,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25_vector_rrf_q015_rerank,5,2,0,0,0.0,0.0,0.0,0.0,662.16,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,2,0
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25_vector_graph_rrf_query_rerank,5,2,2,1,1.0,1.0,0.2,1.0,1442.48,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_001_equipment-chunk-000 | doc_004_pipeline_inspection-chunk-002,table | text | text | text | image,E1 | E2,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,2
rerank_ablation_v0_001,EVAL-0016,table,easy,table,bm25_vector_graph_rrf_q015_rerank,5,2,0,0,0.0,0.0,0.0,0.0,1442.48,5,doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,What is the measured pressure of Pipeline-7A in the inspection table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25,5,3,3,1,1.0,1.0,0.2,1.0,0.78,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,vector,5,3,3,1,1.0,1.0,0.2,1.0,717.21,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,graph,5,3,0,0,0.0,0.0,0.0,0.0,758.9,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001,text | text | text | text | text,,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25_vector_rrf,5,3,3,1,1.0,1.0,0.2,1.0,718.04,5,doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25_vector_graph_rrf,5,3,0,0,0.0,0.0,0.0,0.0,1476.94,5,doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-000,text | text | text | text | text,,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25_vector_rrf_query_rerank,5,3,3,1,1.0,1.0,0.2,1.0,718.21,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-003,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25_vector_rrf_q015_rerank,5,3,0,0,0.0,0.0,0.0,0.0,718.26,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,text | text | text | text | text,,Was Pipeline-7A below the alarm threshold according to the table?,0,0,3,0
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25_vector_graph_rrf_query_rerank,5,3,3,1,1.0,1.0,0.2,1.0,1477.08,5,doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-001 | doc_003_incident_report-chunk-000 | doc_001_equipment-chunk-001,table | text | text | text | text,E1 | E2 | E3,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,3
rerank_ablation_v0_001,EVAL-0017,table,medium,table,bm25_vector_graph_rrf_q015_rerank,5,3,0,0,0.0,0.0,0.0,0.0,1477.12,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,Was Pipeline-7A below the alarm threshold according to the table?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25,5,2,2,1,1.0,1.0,0.2,1.0,0.9,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-003 | doc_003_incident_report-chunk-002,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,vector,5,2,2,1,1.0,1.0,0.2,1.0,732.96,5,doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,graph,5,2,0,0,0.0,0.0,0.0,0.0,863.7,5,doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-000 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-002,text | text | text | text | text,,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25_vector_rrf,5,2,2,1,1.0,1.0,0.2,1.0,733.92,5,doc_004_pipeline_inspection-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25_vector_graph_rrf,5,2,0,0,0.0,0.0,0.0,0.0,1597.61,5,doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003 | doc_002_safety_rules-chunk-002,text | text | text | text | text,,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25_vector_rrf_query_rerank,5,2,2,1,1.0,1.0,0.2,1.0,734.03,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25_vector_rrf_q015_rerank,5,2,0,0,0.0,0.0,0.0,0.0,734.11,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,Where is ReliefValve-RV9 installed according to the diagram?,0,0,2,0
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25_vector_graph_rrf_query_rerank,5,2,2,1,1.0,1.0,0.2,1.0,1597.7,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-002,image | text | text | text | text,E1 | E2,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,2
rerank_ablation_v0_001,EVAL-0018,image,medium,image | caption | ocr,bm25_vector_graph_rrf_q015_rerank,5,2,0,0,0.0,0.0,0.0,0.0,1597.77,5,doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,Where is ReliefValve-RV9 installed according to the diagram?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25,5,1,1,1,1.0,1.0,0.2,1.0,0.85,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-000,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,vector,5,1,1,1,1.0,0.5,0.2,1.0,692.09,5,doc_003_incident_report-chunk-000 | doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,graph,5,1,0,0,0.0,0.0,0.0,0.0,752.37,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-001,text | text | text | text | text,,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25_vector_rrf,5,1,1,1,1.0,1.0,0.2,1.0,693.02,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25_vector_graph_rrf,5,1,0,0,0.0,0.0,0.0,0.0,1445.37,5,doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-002,text | text | text | text | text,,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25_vector_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,693.16,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25_vector_rrf_q015_rerank,5,1,0,0,0.0,0.0,0.0,0.0,693.21,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,Which equipment was reviewed after incident IR-2024-017?,0,0,1,0
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25_vector_graph_rrf_query_rerank,5,1,1,1,1.0,1.0,0.2,1.0,1445.49,5,doc_004_pipeline_inspection-chunk-000 | doc_003_incident_report-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_003_incident_report-chunk-001,text | text | text | text | text,E1,Which equipment was reviewed after incident IR-2024-017?,0,0,0,1
rerank_ablation_v0_001,EVAL-0019,fact,easy,text,bm25_vector_graph_rrf_q015_rerank,5,1,0,0,0.0,0.0,0.0,0.0,1445.52,5,doc_003_incident_report-chunk-001 | doc_001_equipment-chunk-001 | doc_002_safety_rules-chunk-002 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000,text | text | text | text | text,,Which equipment was reviewed after incident IR-2024-017?,0,0,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25,5,4,4,1,1.0,1.0,0.4,1.0,1.0,5,doc_004_pipeline_inspection-chunk-002 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_001_equipment-chunk-000 | doc_002_safety_rules-chunk-000,image | text | table | text | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,vector,5,4,4,1,1.0,1.0,0.4,1.0,676.2,5,doc_004_pipeline_inspection-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002,image | table | text | text | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,graph,5,4,0,0,0.0,0.0,0.0,0.0,712.44,5,doc_002_safety_rules-chunk-001 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-003,text | text | text | text | text,,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25_vector_rrf,5,4,4,1,1.0,1.0,0.4,1.0,677.26,5,doc_004_pipeline_inspection-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000,image | table | text | text | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25_vector_graph_rrf,5,4,0,0,0.0,0.0,0.0,0.0,1389.69,5,doc_003_incident_report-chunk-002 | doc_002_safety_rules-chunk-000 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-003 | doc_001_equipment-chunk-003,text | text | text | text | text,,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25_vector_rrf_query_rerank,5,4,4,1,1.0,1.0,0.4,1.0,677.44,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_004_pipeline_inspection-chunk-001 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-000,image | text | table | text | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,3,0,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25_vector_rrf_q015_rerank,5,4,0,0,0.0,0.0,0.0,0.0,677.42,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,4,0
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25_vector_graph_rrf_query_rerank,5,4,4,1,1.0,1.0,0.4,1.0,1389.82,5,doc_004_pipeline_inspection-chunk-002 | doc_001_equipment-chunk-000 | doc_003_incident_report-chunk-002 | doc_004_pipeline_inspection-chunk-001 | doc_004_pipeline_inspection-chunk-000,image | text | text | table | text,E1 | E2 | E3 | E4,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,4
rerank_ablation_v0_001,EVAL-0020,multi_hop,hard,table | image | caption | ocr,bm25_vector_graph_rrf_q015_rerank,5,4,0,0,0.0,0.0,0.0,0.0,1389.84,5,doc_003_incident_report-chunk-001 | doc_003_incident_report-chunk-003 | doc_002_safety_rules-chunk-000 | doc_003_incident_report-chunk-002 | doc_001_equipment-chunk-003,text | text | text | text | text,,"According to the table and diagram, what was Pipeline-7A's pressure status and where was ReliefValve-RV9 installed?",0,0,0,0
